CPSC	recall_number	remedy	sold_to	name_of_product	description	manufacturer	sold_exclusively_at	manufactured_in	incidents_injuries	hazard	importer	consumer_contact	units
CPSC	01500	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00181	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00155	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00180	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00179	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00175	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00176	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00177	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00173	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00171	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00172	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00170	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00168	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00169	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00167	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00165	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00166	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00165	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00166	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00164	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00163	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00162	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00161	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00159	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00160	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00157	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00158	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00156	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00154	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00153	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00152	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00151	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00149	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00150	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00148	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00147	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00145	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00146	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00143	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00142	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00141	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00138	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00140	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00139	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00135	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00136	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00131	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00132	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00133	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00134	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00127	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00125	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00122	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00121	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00124	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00119	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00120	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00118	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00117	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00116	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00114	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00115	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00110	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00111	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00109	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00107	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00106	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00104	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00103	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00102	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00100	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00093	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00093	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00098	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00097	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00095	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00096	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00092	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00091	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00089	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00090	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00088	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00082	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00128	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00080	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00081	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00083	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00076	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00074	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00073	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00072	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00070	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00070	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00068	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00069	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00067	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00066	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00063	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00064	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00062	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00061	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00060	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00058	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00059	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00057	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00055	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00053	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00052	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00051	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00049	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00047	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00046	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00044	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00045	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00040	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00042	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00037	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00038	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00034	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00036	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00036	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00033	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00030	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00031	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00032	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00028	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00026	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00027	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00022	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00023	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00020	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00019	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00019	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00016	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00015	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00014	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00013	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00010	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00009	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00007	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00006	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00005	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00003	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00004	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00002	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	00001	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99177	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99173	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99172	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99169	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99170	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99167	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99168	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99166	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99165	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99164	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99163	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99162	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99159	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99160	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99155	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99153	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99152	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99151	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99149	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99150	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99148	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99147	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99145	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99146	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99144	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99142	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99140	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99138	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99139	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99136	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99133	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99132	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99128	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99127	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99129	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99126	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99125	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99124	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99123	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99122	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99120	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99121	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99119	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99117	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99115	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99114	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99113	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99112	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99111	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99111	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99109	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99110	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99108	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99107	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99104	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99103	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99101	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99100	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99098	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99097	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99096	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99095	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99092	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99089	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99090	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99088	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99085	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99086	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99084	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99082	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99081	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99080	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99080	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99077	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99076	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99074	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99073	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99072	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99071	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99070	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99068	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99067	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99064	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99062	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99063	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99062	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99063	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99061	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99059	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99058	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99057	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99056	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99087	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99053	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99054	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99052	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99049	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99047	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99045	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99044	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99043	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99042	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99041	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99036	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99039	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99039	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99038	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99037	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99035	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99032	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99030	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99027	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99026	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99024	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99021	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99021	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99022	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99020	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99017	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99018	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99015	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99016	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	88093	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99014	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99013	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99012	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99010	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99009	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99008	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99006	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99007	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99005	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99004	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99003	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99001	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	99002	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98171	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98172	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98169	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98168	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98167	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98165	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98164	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98163	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98161	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98162	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98160	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98158	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98156	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98153	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98152	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98151	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98150	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98148	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98147	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98146	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98144	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98143	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98139	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98140	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98138	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98135	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98134	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98133	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98132	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98131	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98129	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98130	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98128	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98127	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98125	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98122	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98120	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98119	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98117	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98118	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98116	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98114	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98112	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98111	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98110	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98108	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98107	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98106	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98104	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98103	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98102	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98100	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98099	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98096	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98094	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98091	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98090	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98092	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98093	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98089	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98088	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98085	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98086	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98082	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98081	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98081	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98080	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98079	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98078	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98076	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98074	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98073	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98072	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98071	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98069	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98070	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98066	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98065	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98061	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98060	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98058	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98055	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98053	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98052	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98050	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98051	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98049	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98048	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98047	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98046	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98046	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98045	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98044	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98042	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98041	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98040	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98039	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98038	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98037	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98036	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98033	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98032	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98029	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98027	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98026	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98025	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98024	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98023	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98022	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98021	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98018	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98019	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98016	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98017	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98014	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98013	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98012	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98011	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98007	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98010	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98005	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98003	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98004	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	98001	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97194	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97195	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97192	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97193	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97190	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97190	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97189	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97188	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97185	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97184	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97181	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97182	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97183	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97180	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97178	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97175	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97177	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97176	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97174	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97173	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97172	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97169	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97166	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97165	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97164	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97163	null	null	null	null	null	null	null	null	null	null	null	null
