organization	recall_number	recall_date	recall_url	manufacturers	product_types	descriptions	upcs	hazards	countries
CPSC	14709	2014-01-15	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14709	Under Armour	Clothing (Children)	Under Armour Tottenham Hotspur Infant Home Kits, Infant Sports Jersey Kits, style #1238534 printed on a side seam label		Laceration	Philippines
CPSC	14710	2014-01-15	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/American-Honda-Recalls-Lawnmowers/	American Honda Motor Company	Lawn Mowers & Accessories	American Honda Motor Company Walk-behind 21" lawnmowers, HRR2169VLA, HRX2174VLA, Columbia 1A313KC0835		Laceration	United States
CPSC	14079	2014-01-14	http://www.cpsc.gov/en/Recalls/2014/SRAM-Recalls-Hydraulic-Bicycle-Brakes/	SRAM	Bicycles & Accessories	SRAM Hydraulic Road Rim Brakes and Hydraulic Road Disc Brakes, SB Red Hydraulic Road Disc, SB Red Hydraulic Road Rim, SB 700 Hydraulic Road Disc, SB 700 Hydraulic Road Rim		Crash	Taiwan
CPSC	14708	2014-01-14	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14708	Arctic Cat	Snowmobiles	Arctic Cat snowmobiles, Model Year 2014 Arctic Cat 500 Sno Pro, model numbers S2014ACCPRUSG and S2014ACCPRPVG		Fire & Fire-Related Burn	United States
CPSC	14707	2014-01-09	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Cybex-International-Recalls-Decline-Free-Weight-Benches/	Cybex International	Exercise Machines/Equipment	Cybex International Olympic Decline free weight bench, model numbers 16060, 16061 and 16062, serial numbers C1208 through H0913		Injury	United States
CPSC	14076	2014-01-09	http://www.cpsc.gov/en/Recalls/2014/US-Boiler-Recalls-Home-Heating-Boilers/	U.S. Boiler Company	Heat Pumps / Heating/Cooling Units	U.S. Boiler ESC, PVG and SCG model cast iron Gas-fired hot water boilers		Carbon Monoxide (CO)	United States
CPSC	14077	2014-01-09	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14077	New Yorker Boiler Company	Heat Pumps / Heating/Cooling Units	New Yorker Boiler PVCGA model cast iron Gas-fired hot water boilers		Carbon Monoxide (CO)	United States
CPSC	14075	2014-01-02	http://www.cpsc.gov/en/Recalls/2014/Walmart-Recalls-Card-Table-and-Chair-Sets/	Heshan Camis Industrial,null	Furniture (Miscellaneous)	Mainstays five-piece card table and chair sets		Injury	China,null
CPSC	14706	2014-01-02	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Norwood-Furniture-Recalls-Science-Tables/	School Outfitters of Norwood, Ohio	Furniture (Miscellaneous)	Norwood Furniture Science Tables, Wooden legs can split causing instability posing an injury hazard, model numbers, NOR-PIH1027-SO,NOR-PIH1028-SO,NOR-PIH1029-SO,		Injury	China
CPSC	14074	2013-12-30	http://www.cpsc.gov/en/Recalls/2014/Cabrinha-Kiteboarding-Recalls-H2-Binding/	Neil Pryde	Scuba Diving/Water Activity Equipment	Cabrinha Kiteboarding H2 Hydra Series Binding, binding can detach from its base while riding, product code KB4H2BDSL		Injury	China
CPSC	14073	2013-12-30	http://www.cpsc.gov/en/Recalls/2014/Specialized-Recalls-Source-Eleven-and-Source-Expert-Disc-Bicycles/	Specialized Bicycle Components	Bicycle & Accessories	2012 Source Eleven and Source Expert Disc bicycles with Supernova Switchable Dynamo Front Hubs, Model numbers 1207, 1208, 1226, 1227, 1228, 1241, 1254, 1263, 1284 and 1344		Fall	Taiwan
CPSC	14072	2013-12-30	http://www.cpsc.gov/en/Recalls/2014/Joovy-Recalls-Zoom-Car-Seat-Stroller-Adapter/	Joovy.com	Infant Carriers/Slings/Backpacks/Car Seats	Zoom Car Seat Adapter, Adapter clips can loosen on the stroller frame, posing a fall hazard, models include 00945 for Graco, 00946 for Chicco and 00947 for Peg Perego frames		Fall	China
CPSC	14705	2013-12-23	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Landscape-Structures-Recalls-Oodle-Swings/	Landscape Structures	Swing Sets	Landscape Structures Oodle Swing, Swing set is suspended too close the ground posing an injury hazard, model number 173592		Injury	United States
CPSC	14071	2013-12-20	http://www.cpsc.gov/en/Recalls/2014/Candle-Ring-Recalled-by-Yankee-Candle/	The Yankee Candle Company	Candles & Candle Holders	The Yankee Candle Company Candle Ring - Pine Berry, UPC number 8 86860 02558 8 or 8 86860 06357 3		Fire & Fire-Related Burn	China
CPSC	14066	2013-12-19	http://www.cpsc.gov/en/Recalls/2014/Red-Wing-Shoes-Recalls-Steel-Toe-Work-Boots/	Red Wing Shoe Company	Shoes, Sandals & Boots	Red Wing Shoes Steel toe work boots, involves 45 styles of Red Wing men’s steel toe work boots in sizes 11 to 18 and widths ranging from B to H		Impact	United States
CPSC	14067	2013-12-19	http://www.cpsc.gov/en/Recalls/2014/Browning-Recalls-Junior-Hoodie/	Browning	Clothing (Children)	Browning Youth Buckmark Junior Hoodie Sweatshirts, SKU’s 3011332001, 3011332002, 3011332003, 3011332004		Strangulation	Bangladesh
CPSC	14069	2013-12-19	http://www.cpsc.gov/en/Recalls/2014/Playtex-Recalls-Hip-Hammock-Infant-Carriers/	Playtex Products	Infant Carriers/Slings/Backpacks/Car Seats	Playtex Hip Hammock infant carriers, Model numbers 05300, 05301, 05302, 05306, 05307 and 05308		Fall	China
CPSC	14070	2013-12-19	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14070	Edoche	Dishes/Glassware/Eating Utensils	Cubetensils Children’s spoon and fork sets by Edoche		Choking	China
CPSC	14065	2013-12-18	http://www.cpsc.gov/en/Recalls/2014/Libbey-Glass-Recalls-Cocktail-Glasses/	Libbey Glass	Dishes/Glassware/Eating Utensils	Libbey Glass wine glasses, can break unexpectedly causing laceration hazards		Laceration	United States
CPSC	14063	2013-12-18	http://www.cpsc.gov/en/Recalls/2014/Fox-Factory-Recalls-Evolution-Mountain-Bike-Suspension-Forks/	Fox Factory	Bicycle & Accessories	Fox Factory Evolution Mountain Bike Suspension Forks, Damper cylinder / piston can separate and cause front wheel to detach,year 2013,32 and 34 evolution series with 120mm to 160mm of travel,null		Fall	United States
CPSC	14061	2013-12-17	http://www.cpsc.gov/en/Recalls/2014/Google-and-HP-Recall-HP-Chromebook-11-Chargers/	Hewlett-Packard	Adapter/Power Supply/Charger/Battery	Google and HP Chromebook 11 Charger, Chargers can overheat and melt, HP Chromebook 11, model number of charger is MU15-N1O52-AOOS		Fire & Fire-Related Burn	China
CPSC	14061	2013-12-17	http://www.cpsc.gov/en/Recalls/2014/Google-and-HP-Recall-HP-Chromebook-11-Chargers/	Hewlett-Packard	Adapter/Power Supply/Charger/Battery	Google and HP Chromebook 11 Charger, Chargers can overheat and melt, HP Chromebook 11, model number of charger is MU15-N1O52-AOOS		Fire & Fire-Related Burn	China
CPSC	14058	2013-12-16	http://www.cpsc.gov/en/Recalls/2014/Seasonal-Specialties-Recalls-Pre-lit-Christmas-Trees/	Seasoned Specialties	Holiday Items (except lights)	Seasonal Specialties Pre-lit Christmas Tree, Electrical components can overheat and melt, posing fire, burn, and shock hazards to consumers, green 7 1/2 feet tall, 400 champagne-colored LED lights, model number 287-1261	741895425478	Fire & Fire-Related Burn	China
CPSC	14059	2013-12-16	http://www.cpsc.gov/en/Recalls/2014/Wahl-Recalls-Total-Care-Aerosol-Cleaner/	Wahl Clipper	Air Fresheners/Aromatherapy	Wahl Total Care Aerosol Cleaner recalled due to burn hazard, Vapors from the propellant can ignite upon contact with hair clippers, posing a burn hazard, model number 03772		Burn	USA
CPSC	14050	2013-12-16	http://www.cpsc.gov/en/Recalls/2014/Mirage-Fashions-Recalls-Yoki-Girls-Faux-Leather-Jackets-with-Drawstrings/	Mirage Fashions	Clothing (Children)	Mirage Fashions Yoki Girls Faux Leather Jacket with Drawstrings, strangulation hazard, sizes 7 through 16, style number JK2503G		Strangulation	China
CPSC	14053	2013-12-12	http://www.cpsc.gov/en/Recalls/2014/Shaw-Industries-Recalls-Carpet/	Shaw Industries	Carpets/Rugs	Shaw Industries Aristocrat II Carpet, style number 7L514 "Pale Clay", date stamp "USA 760 MEA 52545"		Fire & Fire-Related Burn	United States
CPSC	14054	2013-12-12	http://www.cpsc.gov/en/Recalls/2014/Eight-Retailers-Recall-32-Coby-Flat-Screen-Televisions/	Coby Electronics	Televisions, Mounts, Guards & Antennas	Coby 32-inch flat screen televisions, model number TFTV3229 and serial numbers beginning with LG and that have M07 or M10 in the 9th, 10th and 11th position of the serial number		Fire & Fire-Related Burn	China
CPSC	14055	2013-12-12	http://www.cpsc.gov/en/Recalls/2014/Trek-Recalls-Madone-Bicycles/	Trek Bicycles	Bicycles & Accessories	Trek model year 2013 Madone bicycles, model numbers 5.2, 5.9, 6.2, 6.5, 7.7 or 7.9, and serial numbers starting with WTU and ending with G or H		Crash	Taiwan
CPSC	14056	2013-12-12	http://www.cpsc.gov/en/Recalls/2014/Doodlebutt-Recalls-Jelly-BeadZ-Jumbo-BeadZ-and-Magic-Growing-Fruity-Fun-Toys/	Doodlebutt	Toy Balls	Doodlebutt Jelly BeadZ Jumbo BeadZ and Magic Growing Fruity Fun Water-absorbing polymer toys		Ingestion	China
CPSC	14057	2013-12-12	http://www.cpsc.gov/en/Recalls/2014/Hobby-Lobby-Stores-Recalls-Accent-Chairs/	Hobby Lobby	Chairs, Stools & Benches	Hobby Lobby Accent Chair, Item number 5218300 and PO number 9099294		Fall	China
CPSC	14049	2013-12-11	http://www.cpsc.gov/en/Recalls/2014/Solowave-Recalls-Home-Playground-Tube-Slides-with-Port-Holes/	Solowave	Playground Items	Solowave Tornado Home Playground Slide with Port Holes, port holes cause lacerations when broken, green, Solowave's Centennial, Centennial II, Lexington, Rocky Mountain Delux, Sheridan, play systems		Laceration	Canada
CPSC	14051	2013-12-11	http://www.cpsc.gov/en/Recalls/2014/Rams-Imports-Recalls-Girls-Pink-Leopard-Jackets/	Ram's Imports	Clothing (Children)	Ram's Imports Girls' Pink Leopard Jacket, Strangulation hazard from hoodie drawstring, IQ girls, model number 86557, sizes 4 through 12		Strangulation	Indonesia
CPSC	14052	2013-12-11	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14052	IKEA	Lamps	IKEA Children’s SMILA-series wall-mounted lamps, sold in eight designs, including a blue star, yellow moon, pink flower, white flower, red heart, green bug, blue seashell and an orange seahorse		Strangulation	United States
CPSC	14045	2013-12-10	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14045	Exmark Manufacturing Company	Lawn Mowers & Accessories	Exmark Walk-Behind mowers, Mower's blade can break off during use causing injury to user and others nearby, models, ECKA30, serail numbers from 313605897 to 313660824, Commercial 30,		Injury	Mexico
CPSC	14046	2013-12-10	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14046	The Toro	Lawn Mowers & Accessories	Toro Walk-Behind TimeMaster and TurfMaster mowers, TimeMaster 30", 2013 TurfMaster 30", Model 20199 with serial numbers 313000101 to 313020271, 20200 with serial numbers 313000101 to 313007366, and 22200 with serial numbers 313000101 to 313007146		Injury	Mexico
CPSC	14047	2013-12-10	http://www.cpsc.gov/en/Recalls/2014/Gas-Trimmers-Recalled-by-efco/	Emak	Lawn Mowers & Accessories	efco brand Gas Trimmer from Emak USA, Muffler on the trimmer's engine can break during use and pose a fire hazard, 36cc models 8371 S and 8371 T, 40.2cc model 8421 T		Fire & Fire-Related Burn	China
CPSC	14048	2013-12-10	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14048	Nuvenco	Electric Heaters	PackTite heating units for Bed Bug Control, Bags measure 36 inches by 19 inches by 24 inches		Fire & Fire-Related Burn	United States
CPSC	14044	2013-12-09	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14044	Linear	Safety/Emergency Tool Kits	Linear Personal Emergency Reporting System (PERS) Transmitters, models DXS-LRC, DXS-LRC-LA, DXS-LRP and DXS-LRW manufactured from June 2013 to July 2013 with date codes 1306, 1307, 1329		Communications Failure	China
CPSC	14043	2013-12-05	http://www.cpsc.gov/en/Recalls/2014/Academy-Sports-Outdoors-Recalls-Girls-BCG-Hooded-Windsuits/	Academy Sports + Outdoors	Clothing (Children)	Academy Sports + Outdoors Girls BCG Hooded Windsuits, sizes XS, S, M and L, style number SGBCGA9001		Strangulation	China
CPSC	14037	2013-12-04	http://www.cpsc.gov/en/Recalls/2014/K2-Sports-Recalls-Kickboard-Scooters/	K2 Sports	Skateboards & Accessories	K2 Revo Kick kickboards and scooters, Item Code I10700100, front assembly can break causing hazard to rider		Fall	China
CPSC	14038	2013-12-04	http://www.cpsc.gov/en/Recalls/2014/SRAM-Recalls-Derailleurs-for-Bicycles/	SRAM	Bicycle & Accessories	SRAM RED WiFLi Rear Derailleur, Rear pivot pin can loosen or dislodge, 31T2,37T2,43T2,49T2,03T3,09T3,32T2,38T2,44T2,50T2,04T3,10T3,33T2,39T2,45T2,51T2,05T3,11T3,34T2,40T2,46T2,52T2,06T3,35T2,41T2,47T2,01T3,07T3,36T2,42T2,78T2,02T3,08T3		Fall	Taiwan
CPSC	14039	2013-12-04	http://www.cpsc.gov/en/Recalls/2014/Manhattan-Group-Recalls-Baby-Rattles/	Manhattan Group	Rattles	Manhattan Toy Quixel baby rattle, plastic arches can break exposting small pieces posing a choking hazard		Choking	China
CPSC	14040	2013-12-04	http://www.cpsc.gov/en/Recalls/2014/Wearever-Girls-Hooded-Jacket-Sets-Recalled-by-Davids-Place/	David’s Place Off Price Clothing	Clothing,null	Wearever Girl's Hooded Jacket Sets recalled due to strangulation hazard, sold exclusively at Burlington Coat Factory		Strangulation	China
CPSC	14704	2013-12-04	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Denver-Global-Products-Recalls-Multi-Purpose-Yard-Vehicles/	Denver Global Products	Lawn Mowers & Accessories	Denver Global Products Multi-Purpose Yard Vehicles, Model # MPV710-001		Injury	United States
CPSC	14035	2013-12-03	http://www.cpsc.gov/en/Recalls/2014/Crown-Boiler-Recalls-Home-Heating-Boilers/	Crown Boiler	Heat Pumps / Heating/Cooling Units	Crown Boiler Gas-fired hot water boilers, CWD series cast iron hot water boilers that use natural gas or liquid petroleum, model numbers that begin with CWD and were manufactured between May 1, 2005 and July 1, 2013		Carbon Monoxide (CO)	United States
CPSC	14036	2013-12-03	http://www.cpsc.gov/en/Recalls/2014/LF-International-Trade-Recalls-Renovated-Mattresses/	L&F International Trade	Mattresses & Covers	L&F International Trade twin, full, queen and king-size Mattresses and mattresses with foundations		Fire & Fire-Related Burn	United States
CPSC	14030	2013-11-26	http://www.cpsc.gov/en/Recalls/2014/Avalanche-Airbags-Recalled-by-Backcountry-Access/	Backcounty Access	Climbing Equipment	Backcountry Access Avalanche Airbags, Trigger assembly failure risk; posing risk of injury and death, Models Float, 18, 22, 30, 32, 36, Throttle		Injury	China
CPSC	14033	2013-11-26	http://www.cpsc.gov/en/Recalls/2014/Burley-Design-Recalls-Tailwind-Racks-for-Trailercycles/	Burley Design	Bicycle Child Carriers/Trailers	Tailwind Rack for trailercycles, top portion break posing injury risk, stock code numbers, 939001, 939002		Injury	China
CPSC	14032	2013-11-26	http://www.cpsc.gov/en/Recalls/2014/Little-Willys-Recalls-Hooded-Sweatshirts/	Little Willy's	Clothing (Children)	Little Willy's Hooded Sweatshirts, Drawstring hazard		Injury	Peru
CPSC	14031	2013-11-26	http://www.cpsc.gov/en/Recalls/2014/American-Boy-and-Girl-Recalls-Infant-Sandals/	American boy and Girl	Clothing (Children)	American boy and Girl Infant Sandals, Choking Hazard, Sold Exclusively at Meijer Stores, Susan Style, infant sizes 3 to 6 months, 6 to 9 months, 9 to 12 months, Illinois, Indiana, Kentucky, Michigan, Ohio		Choking	China
CPSC	14026	2013-11-21	http://www.cpsc.gov/en/Recalls/2014/Childrens-Pajamas-Recalled-by-The-Bailey-Boys/	The Bailey Boys	Clothing (Children)	The Bailey Boys’ children’s cotton loungewear pants, sizes toddler 2 through boys’ 12, fail to meet federal flammability standards		Burn	El Salvador
CPSC	14028	2013-11-21	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14028	Angelcare	Baby Monitors	Angelcare Movement and Sound Baby Monitors, model numbers: AC1100, AC201, AC300, AC401 AC601 and 49255 that did not include rigid cord covers		Strangulation	China
CPSC	14027	2013-11-21	http://www.cpsc.gov/en/Recalls/2014/ElliptiGO-Recalls-Elliptical-Cycles/	ElliptiGO	Bicycles & Accessories	ElliptiGO outdoor elliptical cycles 3C, 8C and 11R models, Serial number ranges for the recalled 3C and 8C models are from 11-010-001 through 13-028-102, and for the 11R model from 12-003-069 through 12-020-035		Fall	Taiwan
CPSC	14029	2013-11-21	http://www.cpsc.gov/en/Recalls/2014/Cuisinart-Recalls-Food-Processors/	Cuisinart	Food Dehydrator/Preserver/Processor	Cuisinart 7-cup food processors, MFP-107, MFP-107BC, MFP-107BCWS, MFP-107BK, MFP-107BKWS, MFP-107DCWS, MFP-107MGSLT, MFP-107MR or MFP-107WS		Laceration	China
CPSC	14023	2013-11-19	http://www.cpsc.gov/en/Recalls/2014/Viking-Recalls-Built-In-Side-by-Side-Refrigerator-Freezers-with-In-Door-Dispensers/	Viking Range	Refrigerators	Viking, freezer wiring issue, fire hazard, overheat,null		Fire & Fire-related Burn	United States
CPSC	14024	2013-11-19	http://www.cpsc.gov/en/Recalls/2014/Baja-Motorsports-Recalls-Mini-Bikes/	Baja Motorsports	Motorcycles/Dirt Bikes (Off-Road) & Accessories	Mini Bike, front fork separation risk, Mb200, Baja 200cc, Wr96, WR200, Baja Heat, Baja Carbon, Mini Baja		Crash	China
CPSC	14020	2013-11-15	http://www.cpsc.gov/en/Recalls/2014/Step2-Recalls-Ride-On-Wagon-Toys/	The Step2 Company	Toys Ride-On	Step2 Whisper Ride Touring two-seat plastic wagon		Fall	United States
CPSC	14703	2013-11-15	http://www.cpsc.gov/en/Recalls/Recall-Alerts/2014/Club-Car-Recalls-Golf-and-Transport-Vehicles/	Club Car	Utility, Off-Road Vehicles/Golf Carts	Club Car Precedent golf and transport vehicles, electric or gas powered vehicles, various sizes, models and colors of model year 2013 Precedent golf and transport vehicles used for short-distance transportation		Crash	United States
CPSC	14022	2013-11-15	http://www.cpsc.gov/en/Recalls/2014/Nantucket-Distributing-Recalls-Clay-Bowl-Outdoor-Fireplaces/	Nantucket Distributing	Fireplaces & Accessories	Nantucket Distributing Clay Bowl Outdoor Fireplaces, model number CTFB215		Fire & Fire-Related Burn	China
CPSC	14019	2013-11-13	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14019	Dream On Me	Swings (Baby/Cradle)	Dream On Me Cradle Gliders, faulty mattress board, 640-C, 640-W, 640-E, 640-N, Date of Manufacture October 2011		Injury	China
CPSC	14016	2013-11-12	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14016	Wood Castle Furniture	Furniture (Children)	Wood Castle Furniture, Guardrail Opening too wide,		Injury	United States
CPSC	14018	2013-11-12	http://www.cpsc.gov/en/Recalls/2014/Childrens-Pajamas-Recalled-by-Babycottons/	Babycottons	Clothing (Children)	Babycottons nightgowns flammability, risk of burn injuries, Alphabet, style 1413W245, BC Flowers, 1413S220, Fairies, 1413W125, Fairies Dots, 1413W127, Mei Mei, 1413S200, Summertime, 1413S190		Fire & Fire-Related Burn	Peru
CPSC	14017	2013-11-12	http://www.cpsc.gov/en/Recalls/2014/LL-Bean-Girls-Pajamas-Recalled/	LL Bean	Clothing (Children)	Girl's Pajamas, flammability, risk of burn injuries, solid purple top, long sleeves and puprple pants, 284889, 284890		Fire & Fire-Related Burn	China
CPSC	14015	2013-11-07	http://cs.cpsc.gov/ConceptDemo/SearchCPSC.aspx?SearchCategory=Recalls%20News%20Releases&category=995,1098,990,991,992,993,994,1031&autodisplay=true&query=14015	Vans	Clothing (Children)	Vans AV Edict hooded jackets for boys, sizes S, M, L and XL		Strangulation	India
CPSC	14014	2013-11-05	http://www.cpsc.gov/en/Recalls/2014/One-World-Technologies-Recalls-Ryobi-Battery-Chargers/	Ryobi	Adapter/Power Supply/Charger/Battery	Rhobi battery Chargers, P113, Dual Chemistry batter charger, NiCd, Li-Ion,		Fire & Fire-Related Burn	China
